name,row,col,img_src
F1,0,0,Graphics/Btn_F1.png
F2,1,0,Graphics/Btn_F2.png
F3,2,0,Graphics/Btn_F3.png
F4,3,0,Graphics/Btn_F4.png
F5,4,0,Graphics/Btn_F5.png
